date,year,month,quarter,supplier_id,company_name,company_size,industry,location,delivery_reliability,cost_efficiency,defect_rate,quality_score,on_time_delivery_rate,order_volume,response_time_hours,customer_satisfaction,overall_score,performance_category,defect_cost_impact,efficiency_ratio,cluster,cluster_name
2016-03-01,2016,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,66.09646851539055,87.00744717316033,0.6549774986813095,91.6325157674317,63.2575719562001,262.0,26.72330812391883,8.534173962467415,84.06,Good,8580.21,1.053,1,Needs Improvement
2016-04-01,2016,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,66.07211527822263,87.11183876647058,0.9683988210522972,92.17357749630708,64.4200279320091,302.0,20.852958926714933,8.587653138402425,83.63,Good,14622.82,1.058,1,Needs Improvement
2016-05-01,2016,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,66.42341921358208,87.00853474783344,3.2872387226704283,91.89523282560172,69.43117138363836,280.0,25.31435034440207,6.74706581561317,77.15,Good,46021.34,1.056,1,Needs Improvement
2016-06-01,2016,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.6538543025889,87.4218505754643,2.477287171143937,91.52427982799492,68.00962470414885,321.0,25.49219986943296,8.07116332513995,79.9,Good,39760.46,1.047,1,Needs Improvement
2016-07-01,2016,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.8897109382769,86.81384381106334,2.3636236199652387,92.38295896622164,62.80839458632976,322.0,24.30783070460524,7.862032868020012,79.82,Good,38054.34,1.064,1,Needs Improvement
2016-08-01,2016,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.33594132791698,86.24266147631248,0.7363528992766487,92.6761160274984,62.19412516440216,258.0,24.580525037272235,8.562594701213085,83.84,Good,9498.95,1.075,1,Needs Improvement
2016-09-01,2016,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.39723861714167,86.81410136595339,1.2557717465034444,92.32893360768402,62.75737783834752,247.0,22.387329330306933,7.932100003886331,81.96,Good,15508.78,1.064,1,Needs Improvement
2016-10-01,2016,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.16048916194268,86.26892498064367,0.9123003170256796,93.17404162073989,66.44043539318855,408.80725935380025,25.143455320190498,7.678895631946257,82.69,Good,14824.88,1.08,1,Needs Improvement
2016-11-01,2016,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.71448440520889,87.2491771380998,1.8980872414281824,92.69884825221207,66.40867834826314,302.5314375031714,23.35187168708936,7.940964010189439,81.2,Good,24200.61,1.062,1,Needs Improvement
2016-12-01,2016,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.52801065131722,88.09513120707417,0.8934806735187188,92.77483222325904,64.57837517634385,331.96829258728485,25.05116386962185,7.943194306377889,83.1,Good,13000.14,1.053,1,Needs Improvement
2017-01-01,2017,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.77489711213879,87.20149669943974,0.9440653814316936,92.96875361411816,67.24459550231417,302.0,25.88677527702913,8.540942261897522,83.78,Good,14255.39,1.066,1,Needs Improvement
2017-02-01,2017,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.08345645506635,87.97324531973621,1.315396638825031,93.22588566584945,63.0231888524775,341.0,24.962314849833383,8.783621834801458,83.32,Good,22427.51,1.06,1,Needs Improvement
2017-03-01,2017,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.54473166276858,87.76338998281338,2.3247504825802494,92.5258928327142,67.5658498867018,247.0,23.92916374228481,8.131890798393941,80.3,Good,28710.67,1.054,1,Needs Improvement
2017-04-01,2017,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.24866157192594,86.69756554881786,1.360134037744951,92.13036045639174,64.27332806489449,285.0,24.769020503424823,7.901654547914373,81.87,Good,19381.91,1.063,1,Needs Improvement
2017-05-01,2017,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,66.17305945362472,87.91365535205139,1.0049124421624596,91.94921550659956,64.30477825829935,320.0,24.73958126392037,8.317876010573276,83.42,Good,16078.6,1.046,1,Needs Improvement
2017-06-01,2017,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,65.893334073235,87.50021911502144,2.457285402038242,92.25796720962909,66.44495081352018,334.0,26.644826027427108,8.338910788411479,80.46,Good,41036.67,1.054,1,Needs Improvement
2017-07-01,2017,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.264589777436,88.1980122346492,3.1187261266785486,92.19429057438651,62.143093605047056,262.0,25.73571542209693,8.085555219244428,78.6,Good,40855.31,1.045,1,Needs Improvement
2017-08-01,2017,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.08802105048383,89.0100310930348,3.258591385967468,92.26603315300156,64.59307794469198,314.0,24.95776745460871,7.226823779895147,77.6,Good,51159.88,1.037,1,Needs Improvement
2017-09-01,2017,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,63.14743139207535,88.30186496489956,0.5997238314261096,92.6010348782965,61.34717792272616,291.0,25.17380099971461,8.791180957584231,84.19,Good,8725.98,1.049,1,Needs Improvement
2017-10-01,2017,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.59524134635412,88.59052436708835,3.00589391916545,93.1038919058963,61.1677320760947,362.0987987273916,25.33918471629161,7.837758536482843,78.47,Good,48695.48,1.051,1,Needs Improvement
2017-11-01,2017,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.84018104928013,88.04012852723014,1.9318184828163285,93.266217010833,60.100713307425735,385.80448881872593,26.838912757148744,7.43749960081849,79.96,Good,30232.96,1.059,1,Needs Improvement
2017-12-01,2017,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.77912781475117,87.69927165498306,1.0119756510036604,93.16031134967407,64.02811120797163,337.6303783254064,24.22241182354841,8.223884867510156,82.72,Good,14420.65,1.062,1,Needs Improvement
2018-01-01,2018,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.53267592849548,87.26529922565476,2.2005763403828293,93.02477746756558,61.42601856487899,345.0,24.483668759121223,8.366647061672062,80.31,Good,37959.94,1.066,1,Needs Improvement
2018-02-01,2018,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.893723691537545,87.63497551182076,0.1,92.84959357301857,60.34601175614396,358.0,27.46536190667822,8.025443558910492,84.29,Good,1790.0,1.06,1,Needs Improvement
2018-03-01,2018,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,63.21694722577401,87.63550028003638,0.5733068825203991,92.72676763167745,60.197869489650174,283.0,25.810284264952475,9.057499802493988,84.42,Good,8112.29,1.058,1,Needs Improvement
2018-04-01,2018,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.01128911004665,88.13355139792402,3.070223221020105,91.89534578938388,61.05997191890091,341.0,27.285386935590388,8.854658956159499,79.32,Good,52347.31,1.043,1,Needs Improvement
2018-05-01,2018,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.48235806416712,89.12920774596628,3.854085665087707,92.06559321207716,66.13781472004601,294.0,23.505706999931405,8.489071349858724,77.74,Good,56655.06,1.033,1,Needs Improvement
2018-06-01,2018,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.41671156973248,89.02381265837346,0.1,91.39264614348326,67.6094041922901,358.0,27.37947962151116,8.721258974268604,85.28,Excellent,1790.0,1.027,1,Needs Improvement
2018-07-01,2018,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.41553030245727,88.56827389757386,1.8604199247433584,92.29377706307338,65.55910960783415,284.0,29.067738712876995,8.121036065720146,81.29,Good,26417.96,1.042,1,Needs Improvement
2018-08-01,2018,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.59884876383718,87.77800640790988,1.8471978993828428,92.80739228383598,65.24032900207924,260.0,24.34715610400157,9.04342913436629,82.26,Good,24013.57,1.057,1,Needs Improvement
2018-09-01,2018,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,64.76850772395034,88.14363910916792,2.9145325142388883,92.76956098485836,66.95868703489475,336.0,25.22959366910234,8.208307707237548,79.39,Good,48964.15,1.052,1,Needs Improvement
2018-10-01,2018,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.274162779663904,88.31524401009814,0.6170242690051934,92.39035468760834,64.89782003924851,349.8980695211283,21.66443306960653,8.859663937497107,83.95,Good,9594.73,1.046,1,Needs Improvement
2018-11-01,2018,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.865857310943774,88.91524942134232,2.837920383362756,92.1924980718846,62.849805375863895,329.7165313913049,26.401623500259028,7.446699936661862,78.07,Good,37886.24,1.037,1,Needs Improvement
2018-12-01,2018,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.84055944487929,88.8918306764408,3.3436285542182813,91.83302613324778,62.62067729549074,391.53990093661,24.77772233751057,7.521710065311025,77.28,Good,57343.23,1.033,1,Needs Improvement
2019-01-01,2019,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.87541418736462,88.02179066693031,0.9381357653183716,92.01183909334182,61.17379030116143,294.0,24.1602568375312,8.096938754143347,82.55,Good,13790.6,1.045,1,Needs Improvement
2019-02-01,2019,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.46599660347686,87.84030346960843,1.4356419631996735,91.88518450653164,64.32931478784779,278.0,23.112694719196124,7.739844322829866,81.02,Good,19955.42,1.046,1,Needs Improvement
2019-03-01,2019,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.12791310069217,88.6746424257832,0.1,91.64145855173132,60.32935313111967,337.0,24.316568687528537,7.918058924294455,83.9,Good,1685.0,1.033,1,Needs Improvement
2019-04-01,2019,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.18176411938398,88.83106975217152,1.6165789802416322,91.34800138541532,59.925489407379175,310.0,22.81122115123808,8.080804046622353,81.0,Good,25056.97,1.028,1,Needs Improvement
2019-05-01,2019,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.1574356559769,88.10296892584746,1.6366315026683107,91.88887052613973,59.97381585595168,339.0,24.90903250022492,7.727272850746045,80.34,Good,27740.9,1.043,1,Needs Improvement
2019-06-01,2019,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.81719922867455,89.19982999259427,2.849699095188524,91.7625907396328,65.09245686442505,278.0,27.590270728962864,7.93267519843424,78.72,Good,39610.82,1.029,1,Needs Improvement
2019-07-01,2019,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.64735908147292,89.77143314104065,1.6940505928081606,91.59262301524664,61.54367354559866,339.0,27.04546288593158,7.879670446347769,80.76,Good,28714.16,1.02,1,Needs Improvement
2019-08-01,2019,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.37266878963295,90.02773988599326,0.6780085287453337,91.27899863581916,58.53987057652737,352.0,25.666465030498035,7.593205533855174,82.16,Good,11932.95,1.014,1,Needs Improvement
2019-09-01,2019,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.597769020186966,88.6461322628462,2.212017366673745,92.7121044271828,59.82316746487187,319.0,25.576115459340667,7.401493972348531,79.03,Good,35281.68,1.046,1,Needs Improvement
2019-10-01,2019,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.61762162954845,88.14852051820684,2.294716027327178,92.10256655693898,59.31863187138768,423.0347298005789,25.27755169430996,8.127946316363685,79.35,Good,40387.0,1.045,1,Needs Improvement
2019-11-01,2019,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.83677366167766,87.9047837932874,1.3151126356736895,91.60318054592264,61.18223473903132,398.3044950902727,24.08013574260021,8.328702084316216,81.39,Good,22554.18,1.042,1,Needs Improvement
2019-12-01,2019,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.3772936077322,88.27940830939913,0.9702681462811332,92.02170421050064,58.94784516056303,310.0074611057188,25.73493394127744,8.34982442956283,82.16,Good,11691.73,1.042,1,Needs Improvement
2020-01-01,2020,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.70671688646805,87.91331250510193,0.7861058803457025,92.31811945047858,59.20004519777847,296.0,23.26955158223621,7.909924420633736,82.43,Good,11634.37,1.05,1,Needs Improvement
2020-02-01,2020,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.84998642334584,86.43554897438864,1.3410890298206726,92.12438474282646,59.713021174200286,297.0,29.02094947001434,7.407667068272953,80.51,Good,19915.17,1.066,1,Needs Improvement
2020-03-01,2020,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,62.66490997354455,86.48939259837096,1.2214501077059363,91.9072602066565,63.38636569627913,349.0,26.159101611164587,10.0,83.5,Good,21314.3,1.063,1,Needs Improvement
2020-04-01,2020,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.77348265095317,86.77597936781761,0.7060936074941286,92.71230912174074,60.4637734956462,269.0,25.6409216752432,7.781809650864155,82.1,Good,9496.96,1.068,1,Needs Improvement
2020-05-01,2020,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.42066552466632,87.9269298967979,1.2366549309385786,92.23596171158754,61.93583243453823,255.0,23.680651780384466,8.491412512871616,81.77,Good,15767.35,1.049,1,Needs Improvement
2020-06-01,2020,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.27994441921954,87.85056485332912,0.9997403744650544,92.9991401664857,58.33333190724896,339.0,28.21027421387976,8.280100888750903,82.42,Good,16945.6,1.059,1,Needs Improvement
2020-07-01,2020,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.72218324628517,88.09595297507241,1.2616636420780236,92.1352432009984,61.3990146288989,320.0,26.8808735168092,7.887735812622046,81.2,Good,20186.62,1.046,1,Needs Improvement
2020-08-01,2020,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.1305661027028,88.43555939624424,3.711607453092656,92.51958700672124,58.99938650039409,279.0,24.92537839039052,7.226640201953456,75.65,Good,51776.92,1.046,1,Needs Improvement
2020-09-01,2020,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.85299333820493,87.99856812669952,2.2442290339720525,91.77817871735212,57.23028580988235,251.0,25.790678388258527,7.305113075451721,78.32,Good,28165.07,1.043,1,Needs Improvement
2020-10-01,2020,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.39260447657121,87.95225012665378,1.3395474597349586,90.46254939417632,61.90952862513352,379.2126699871512,26.87296154781796,8.112672466574784,80.74,Good,22169.51,1.029,1,Needs Improvement
2020-11-01,2020,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.15981553038645,88.4803574531923,0.9692846354496664,91.2313463068834,60.562934012569,412.0263290993252,27.413804626181296,7.608093265154646,81.46,Good,16865.55,1.031,1,Needs Improvement
2020-12-01,2020,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.59706301810717,88.10987688840949,1.046615228069428,91.17074621742638,62.60251779552859,329.4341734382284,25.6011925886847,8.97754697228468,82.45,Good,13344.34,1.035,1,Needs Improvement
2021-01-01,2021,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.563433866305786,88.35764640497854,0.7722108120866159,90.5595891216244,58.530958511752864,252.0,26.96528977616485,8.210288064539123,82.12,Good,9729.86,1.025,1,Needs Improvement
2021-02-01,2021,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.57469713258472,88.44492778925711,2.652357760107209,90.59166018012648,61.984816997038855,317.0,24.709091303006925,8.243808280660868,78.67,Good,42039.87,1.024,1,Needs Improvement
2021-03-01,2021,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.71706169596114,88.37009400200213,1.2039271943402652,91.23351002281925,59.363846268303845,357.0,28.175352442322552,8.430509833035728,81.93,Good,21490.1,1.032,1,Needs Improvement
2021-04-01,2021,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.53787753666328,87.68678438459641,0.9700499516253364,91.35376549271086,61.95617693505104,276.0,25.010615090033788,8.390137671455985,82.21,Good,13386.69,1.042,1,Needs Improvement
2021-05-01,2021,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.03083823071852,87.89794559498476,1.4940055443174394,91.46823430920188,59.36177679061948,314.0,26.11463691065068,7.278329428335723,79.99,Good,23455.89,1.041,1,Needs Improvement
2021-06-01,2021,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.79255515052769,87.8802959995899,2.039946097108634,91.39951374359902,60.94327701542549,337.0,22.98644003188798,7.644639808611062,79.44,Good,34373.09,1.04,1,Needs Improvement
2021-07-01,2021,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.348540312391975,88.56148989113869,1.0207629761199637,91.17729294781752,60.61843914790392,336.0,24.3197111175834,8.732881582816333,82.54,Good,17148.82,1.03,1,Needs Improvement
2021-08-01,2021,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.60453727799191,88.34283515675251,2.0535397423593453,91.23367950735538,56.81897323469168,295.0,22.847920396518727,7.739538584229089,79.01,Good,30289.71,1.033,1,Needs Improvement
2021-09-01,2021,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.01587046298258,89.27190288599634,0.9206689141480132,91.4754653780183,59.52174177159504,254.0,26.36299667099385,8.235548643064678,82.12,Good,11692.5,1.025,1,Needs Improvement
2021-10-01,2021,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.775850712425154,89.39398973418038,0.4830487510443915,91.72297554206251,61.77023616855103,394.5095671998178,22.019859660260806,8.937799111018798,83.73,Good,8187.68,1.026,1,Needs Improvement
2021-11-01,2021,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.72242966338095,88.44876787745535,1.2960844470902595,91.66132210203538,60.66699856159941,307.22965815055005,22.73826527966323,7.869493436338313,80.81,Good,16201.06,1.036,1,Needs Improvement
2021-12-01,2021,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.24406058626936,88.35370974225316,0.65584308319211,91.59798706971426,62.52929983582303,358.3103858923097,25.171052659842832,7.419212540073738,81.74,Good,10099.98,1.037,1,Needs Improvement
2022-01-01,2022,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,51.405892710611646,88.8885887284027,2.222755483981561,91.5888790960952,61.94296887691642,302.0,26.678342253988102,8.815960381165556,80.15,Good,33563.61,1.03,1,Needs Improvement
2022-02-01,2022,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,55.59073597241197,88.62765286312994,1.7264770204385436,91.95293510722126,62.98209025452413,290.0,29.905098365123,7.922285171814006,80.4,Good,25033.92,1.038,1,Needs Improvement
2022-03-01,2022,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,56.11476014730967,89.82469664577988,0.1,91.73782420492869,61.60634207498939,279.0,32.056479422684966,8.582787845691046,84.57,Good,1395.0,1.021,1,Needs Improvement
2022-04-01,2022,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,54.32362370184918,89.92220474120214,3.1586627632365456,92.38983015212608,59.614887208144935,334.0,31.17047941159517,7.589028241416972,77.41,Good,52749.67,1.027,1,Needs Improvement
2022-05-01,2022,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,56.23382923785999,89.65445012193062,0.4807560055143253,92.75844246502086,60.01513075047586,306.0,29.44466622985627,8.189487608494899,83.65,Good,7355.57,1.035,1,Needs Improvement
2022-06-01,2022,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,53.50078927501158,89.40450479169762,0.8360559601187132,91.96456435219396,59.985701800684346,252.0,27.83157907086734,8.383809637031899,82.74,Good,10534.31,1.029,1,Needs Improvement
2022-07-01,2022,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.08772082156303,88.512539966559,0.5453688373110428,91.73039299710692,60.53206871227769,286.0,25.28792538047409,8.02606313930072,82.59,Good,7798.77,1.036,1,Needs Improvement
2022-08-01,2022,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.86461682667311,87.13534151774381,3.681970147119492,91.78155131277326,60.12921042617667,271.0,23.103551927047032,8.04614278570517,76.02,Good,49890.7,1.053,1,Needs Improvement
2022-09-01,2022,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.67349075948936,86.98963960779244,1.6002677284508968,92.1917638965646,61.65682002076451,337.0,23.727312542171354,7.645620575503127,79.81,Good,26964.51,1.06,1,Needs Improvement
2022-10-01,2022,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.6812415867815,87.87417227983511,0.5242086864763238,91.7111378880958,57.95720534574675,371.42668361756193,25.120688657783017,7.884855451605889,82.26,Good,8675.65,1.044,1,Needs Improvement
2022-11-01,2022,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,58.31806990355901,88.44871175926635,0.1,91.47597040235836,58.73793596981008,414.2221929294582,23.929557555383926,8.485883835163659,83.42,Good,1690.0,1.034,1,Needs Improvement
2022-12-01,2022,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,58.450017242905446,87.70590248420856,1.3233286387075034,91.30259839131274,55.85881360450301,314.3855452289817,28.27815659420835,7.570264250604651,79.9,Good,16210.78,1.041,1,Needs Improvement
2023-01-01,2023,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.077249108883215,87.91798746275515,2.5764311820899803,90.97829143937462,57.879677675860194,266.0,22.20899395058405,7.509340175725121,77.45,Good,34266.53,1.035,1,Needs Improvement
2023-02-01,2023,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.881420387802144,88.4027163860553,1.7535516784856533,91.50839261200905,57.82339759208854,327.0,27.945422336347555,7.403730852278385,79.42,Good,28670.57,1.035,1,Needs Improvement
2023-03-01,2023,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.45379622949097,88.60186006235031,2.502234274318279,91.5488822725412,61.63040889731053,274.0,29.70586800489309,7.507584974028422,77.97,Good,34280.61,1.033,1,Needs Improvement
2023-04-01,2023,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,58.29185011136889,88.86534381907677,1.684861216008498,90.8108318515748,56.55200380619357,352.0,26.9986544738268,8.194556707865972,79.87,Good,29653.56,1.022,1,Needs Improvement
2023-05-01,2023,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.77313530947399,89.0489332720229,0.7704425862714628,91.29033988276774,61.95821628881459,253.0,26.94336150860553,8.395614096666394,82.43,Good,9746.1,1.025,1,Needs Improvement
2023-06-01,2023,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.55383222058019,89.7610626970943,2.9679504597004334,90.95128727301338,61.0101608931743,292.0,26.97849967314813,7.36980582464605,77.26,Good,43332.08,1.013,1,Needs Improvement
2023-07-01,2023,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.65649314004153,89.50243035329524,1.7095606472855227,90.778412061009,58.95031023324859,246.0,25.71006637913841,7.503626871728509,79.84,Good,21027.6,1.014,1,Needs Improvement
2023-08-01,2023,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.46837816949037,89.3610557109348,1.3104190021508415,91.70457501080227,59.26224253739031,240.0,24.771329395979567,7.911190396785929,80.96,Good,15725.03,1.026,1,Needs Improvement
2023-09-01,2023,9,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.42113905341903,89.81359880085213,0.1,91.65581432837229,58.20854392789945,320.0,25.511985281377573,8.78674942386371,84.32,Good,1600.0,1.021,1,Needs Improvement
2023-10-01,2023,10,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.38047939414062,88.31813286022006,3.322534431386141,93.06000573082702,58.82580952698626,307.1523368292792,23.14721518633411,8.217103103738863,77.35,Good,42860.69,1.054,1,Needs Improvement
2023-11-01,2023,11,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.81474572793089,88.41644916302462,2.267120053118904,92.84158798898038,61.90718035909687,434.9585345311652,23.380427658492824,7.590610296449304,79.15,Good,40241.38,1.05,1,Needs Improvement
2023-12-01,2023,12,Q4,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,61.23538933246294,88.24272713584101,2.344946509753256,93.2342965537223,60.154770942783934,392.1912781310753,21.202563420977658,8.309273001200099,79.89,Good,37636.39,1.057,1,Needs Improvement
2024-01-01,2024,1,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.83009573180234,88.91148063853544,2.121074621825965,92.98296734228131,57.54589409410798,238.0,23.31001613068796,8.636485414699502,80.38,Good,25240.79,1.046,1,Needs Improvement
2024-02-01,2024,2,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,60.340719182025936,88.54939361718597,2.063182204907689,92.7370521544273,57.836919570069085,304.0,27.979045041330536,7.177213626481874,79.03,Good,31360.37,1.047,1,Needs Improvement
2024-03-01,2024,3,Q1,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,58.78566526217552,88.16230735087069,0.4320757174607763,92.23091574599115,56.88628249277056,358.0,27.97962702211148,6.98376714747832,81.51,Good,7734.16,1.046,1,Needs Improvement
2024-04-01,2024,4,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,59.75257973857003,87.38558307546627,0.9691031059617816,92.30390361343734,60.783355135409,322.0,23.557967547407195,7.940627716656583,81.49,Good,15602.56,1.056,1,Needs Improvement
2024-05-01,2024,5,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,58.75645044996908,88.6655245525695,2.60296964028369,92.34977534245384,60.245762601011045,345.0,28.664940581550155,7.804167754410873,78.11,Good,44901.23,1.042,1,Needs Improvement
2024-06-01,2024,6,Q2,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,57.819333350309456,89.74838467293263,2.1175185796650875,92.43813902551491,56.0630463340744,255.0,30.25193698361964,7.571539594296141,78.85,Good,26998.36,1.03,1,Needs Improvement
2024-07-01,2024,7,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,57.31817232026229,89.8365941000534,2.2235529733564743,92.33322937882345,58.107868520620485,337.0,25.1377566499777,7.559410688801543,78.49,Good,37466.87,1.028,1,Needs Improvement
2024-08-01,2024,8,Q3,SUP_003,Sanchez-Taylor,Medium,Chemicals,Middle East,56.728151913735765,89.67704069379567,1.971973340263976,92.60297725180388,58.486295873407705,308.0,23.53825514879612,8.576787017716171,79.9,Good,30368.39,1.033,1,Needs Improvement
